Continent,year,month,ESVD2.0_Biome,Int$ Per Hectare Per Year,date
Africa,2015,11,Tropical and subtropical forests,1.1374583333333332,2015-11-01
Africa,2015,12,Tropical and subtropical forests,1.1374583333333332,2015-12-01
Africa,2015,1,Tropical and subtropical forests,0.8089333333333334,2015-01-01
Africa,2015,2,Tropical and subtropical forests,0.8089333333333334,2015-02-01
Africa,2015,3,Tropical and subtropical forests,0.8089333333333334,2015-03-01
Africa,2015,4,Tropical and subtropical forests,0.8089333333333334,2015-04-01
Africa,2015,5,Tropical and subtropical forests,0.8089333333333334,2015-05-01
Africa,2015,6,Tropical and subtropical forests,0.8089333333333334,2015-06-01
Africa,2015,7,Tropical and subtropical forests,0.8089333333333334,2015-07-01
Africa,2015,8,Tropical and subtropical forests,0.8089333333333334,2015-08-01
Africa,2015,9,Tropical and subtropical forests,0.8089333333333334,2015-09-01
Africa,2015,10,Tropical and subtropical forests,0.8089333333333334,2015-10-01
Africa,2015,11,Tropical and subtropical forests,0.8089333333333334,2015-11-01
Africa,2015,12,Tropical and subtropical forests,0.8089333333333334,2015-12-01
Africa,2015,1,Tropical and subtropical forests,2.99385,2015-01-01
Africa,2015,2,Tropical and subtropical forests,2.99385,2015-02-01
Africa,2015,3,Tropical and subtropical forests,2.99385,2015-03-01
Africa,2015,4,Tropical and subtropical forests,2.99385,2015-04-01
Africa,2015,5,Tropical and subtropical forests,2.99385,2015-05-01
Africa,2015,6,Tropical and subtropical forests,2.99385,2015-06-01
Africa,2015,7,Tropical and subtropical forests,2.99385,2015-07-01
Africa,2015,8,Tropical and subtropical forests,2.99385,2015-08-01
Africa,2015,9,Tropical and subtropical forests,2.99385,2015-09-01
Africa,2015,10,Tropical and subtropical forests,2.99385,2015-10-01
Africa,2015,11,Tropical and subtropical forests,2.99385,2015-11-01
Africa,2015,12,Tropical and subtropical forests,2.99385,2015-12-01
Africa,2015,1,Tropical and subtropical forests,40.31780833333333,2015-01-01
Africa,2015,2,Tropical and subtropical forests,40.31780833333333,2015-02-01
Africa,2015,3,Tropical and subtropical forests,40.31780833333333,2015-03-01
Africa,2015,4,Tropical and subtropical forests,40.31780833333333,2015-04-01
Africa,2015,5,Tropical and subtropical forests,40.31780833333333,2015-05-01
Africa,2015,6,Tropical and subtropical forests,40.31780833333333,2015-06-01
Africa,2015,7,Tropical and subtropical forests,40.31780833333333,2015-07-01
Africa,2015,8,Tropical and subtropical forests,40.31780833333333,2015-08-01
Africa,2015,9,Tropical and subtropical forests,40.31780833333333,2015-09-01
Africa,2015,10,Tropical and subtropical forests,40.31780833333333,2015-10-01
Africa,2015,11,Tropical and subtropical forests,40.31780833333333,2015-11-01
Africa,2015,12,Tropical and subtropical forests,40.31780833333333,2015-12-01
Africa,2015,1,Tropical and subtropical forests,132.14976666666666,2015-01-01
Africa,2015,2,Tropical and subtropical forests,132.14976666666666,2015-02-01
Africa,2015,3,Tropical and subtropical forests,132.14976666666666,2015-03-01
Africa,2015,4,Tropical and subtropical forests,132.14976666666666,2015-04-01
Africa,2015,5,Tropical and subtropical forests,132.14976666666666,2015-05-01
Africa,2015,6,Tropical and subtropical forests,132.14976666666666,2015-06-01
Africa,2015,7,Tropical and subtropical forests,132.14976666666666,2015-07-01
Africa,2015,8,Tropical and subtropical forests,132.14976666666666,2015-08-01
Africa,2015,9,Tropical and subtropical forests,132.14976666666666,2015-09-01
Africa,2015,10,Tropical and subtropical forests,132.14976666666666,2015-10-01
Africa,2015,11,Tropical and subtropical forests,132.14976666666666,2015-11-01
Africa,2015,12,Tropical and subtropical forests,132.14976666666666,2015-12-01
Africa,2015,1,Tropical and subtropical forests,2.99385,2015-01-01
Africa,2015,2,Tropical and subtropical forests,2.99385,2015-02-01
Africa,2015,3,Tropical and subtropical forests,2.99385,2015-03-01
Africa,2015,4,Tropical and subtropical forests,2.99385,2015-04-01
Africa,2015,5,Tropical and subtropical forests,2.99385,2015-05-01
Africa,2015,6,Tropical and subtropical forests,2.99385,2015-06-01
Africa,2015,7,Tropical and subtropical forests,2.99385,2015-07-01
Africa,2015,8,Tropical and subtropical forests,2.99385,2015-08-01
Africa,2015,9,Tropical and subtropical forests,2.99385,2015-09-01
Africa,2015,10,Tropical and subtropical forests,2.99385,2015-10-01
Africa,2015,11,Tropical and subtropical forests,2.99385,2015-11-01
Africa,2015,12,Tropical and subtropical forests,2.99385,2015-12-01
Africa,2015,1,Tropical and subtropical forests,5.517591666666667,2015-01-01
Africa,2015,2,Tropical and subtropical forests,5.517591666666667,2015-02-01
Africa,2015,3,Tropical and subtropical forests,5.517591666666667,2015-03-01
Africa,2015,4,Tropical and subtropical forests,5.517591666666667,2015-04-01
Africa,2015,5,Tropical and subtropical forests,5.517591666666667,2015-05-01
Africa,2015,6,Tropical and subtropical forests,5.517591666666667,2015-06-01
Africa,2015,7,Tropical and subtropical forests,5.517591666666667,2015-07-01
Africa,2015,8,Tropical and subtropical forests,5.517591666666667,2015-08-01
Africa,2015,9,Tropical and subtropical forests,5.517591666666667,2015-09-01
Africa,2015,10,Tropical and subtropical forests,5.517591666666667,2015-10-01
Africa,2015,11,Tropical and subtropical forests,5.517591666666667,2015-11-01
Africa,2015,12,Tropical and subtropical forests,5.517591666666667,2015-12-01
Africa,2015,1,Tropical and subtropical forests,6.7777,2015-01-01
Africa,2015,2,Tropical and subtropical forests,6.7777,2015-02-01
Africa,2015,3,Tropical and subtropical forests,6.7777,2015-03-01
Africa,2015,4,Tropical and subtropical forests,6.7777,2015-04-01
Africa,2015,5,Tropical and subtropical forests,6.7777,2015-05-01
Africa,2015,6,Tropical and subtropical forests,6.7777,2015-06-01
Africa,2015,7,Tropical and subtropical forests,6.7777,2015-07-01
Africa,2015,8,Tropical and subtropical forests,6.7777,2015-08-01
Africa,2015,9,Tropical and subtropical forests,6.7777,2015-09-01
Africa,2015,10,Tropical and subtropical forests,6.7777,2015-10-01
Africa,2015,11,Tropical and subtropical forests,6.7777,2015-11-01
Africa,2015,12,Tropical and subtropical forests,6.7777,2015-12-01
Africa,2015,1,Tropical and subtropical forests,4.091941666666666,2015-01-01
Africa,2015,2,Tropical and subtropical forests,4.091941666666666,2015-02-01
Africa,2015,3,Tropical and subtropical forests,4.091941666666666,2015-03-01
Africa,2015,4,Tropical and subtropical forests,4.091941666666666,2015-04-01
Africa,2015,5,Tropical and subtropical forests,4.091941666666666,2015-05-01
Africa,2015,6,Tropical and subtropical forests,4.091941666666666,2015-06-01
Africa,2015,7,Tropical and subtropical forests,4.091941666666666,2015-07-01
Africa,2015,8,Tropical and subtropical forests,4.091941666666666,2015-08-01
Africa,2015,9,Tropical and subtropical forests,4.091941666666666,2015-09-01
Africa,2015,10,Tropical and subtropical forests,4.091941666666666,2015-10-01
Africa,2015,11,Tropical and subtropical forests,4.091941666666666,2015-11-01
Africa,2015,12,Tropical and subtropical forests,4.091941666666666,2015-12-01
Africa,2015,1,Tropical and subtropical forests,5.230708333333333,2015-01-01
Africa,2015,2,Tropical and subtropical forests,5.230708333333333,2015-02-01
Africa,2015,3,Tropical and subtropical forests,5.230708333333333,2015-03-01
Africa,2015,4,Tropical and subtropical forests,5.230708333333333,2015-04-01
Africa,2015,5,Tropical and subtropical forests,5.230708333333333,2015-05-01
Africa,2015,6,Tropical and subtropical forests,5.230708333333333,2015-06-01
Africa,2015,7,Tropical and subtropical forests,5.230708333333333,2015-07-01
Africa,2015,8,Tropical and subtropical forests,5.230708333333333,2015-08-01
Africa,2015,9,Tropical and subtropical forests,5.230708333333333,2015-09-01
Africa,2015,10,Tropical and subtropical forests,5.230708333333333,2015-10-01
Africa,2015,11,Tropical and subtropical forests,5.230708333333333,2015-11-01
Africa,2015,12,Tropical and subtropical forests,5.230708333333333,2015-12-01
Africa,2015,1,Tropical and subtropical forests,5.853925,2015-01-01
Africa,2015,2,Tropical and subtropical forests,5.853925,2015-02-01
Africa,2015,3,Tropical and subtropical forests,5.853925,2015-03-01
Africa,2015,4,Tropical and subtropical forests,5.853925,2015-04-01
Africa,2015,5,Tropical and subtropical forests,5.853925,2015-05-01
Africa,2015,6,Tropical and subtropical forests,5.853925,2015-06-01
Africa,2015,7,Tropical and subtropical forests,5.853925,2015-07-01
Africa,2015,8,Tropical and subtropical forests,5.853925,2015-08-01
Africa,2015,9,Tropical and subtropical forests,5.853925,2015-09-01
Africa,2015,10,Tropical and subtropical forests,5.853925,2015-10-01
Africa,2015,11,Tropical and subtropical forests,5.853925,2015-11-01
Africa,2015,12,Tropical and subtropical forests,5.853925,2015-12-01
Africa,2015,1,Tropical and subtropical forests,0.8152833333333334,2015-01-01
Africa,2015,2,Tropical and subtropical forests,0.8152833333333334,2015-02-01
Africa,2015,3,Tropical and subtropical forests,0.8152833333333334,2015-03-01
Africa,2015,4,Tropical and subtropical forests,0.8152833333333334,2015-04-01
Africa,2015,5,Tropical and subtropical forests,0.8152833333333334,2015-05-01
Africa,2015,6,Tropical and subtropical forests,0.8152833333333334,2015-06-01
Africa,2015,7,Tropical and subtropical forests,0.8152833333333334,2015-07-01
Africa,2015,8,Tropical and subtropical forests,0.8152833333333334,2015-08-01
Africa,2015,9,Tropical and subtropical forests,0.8152833333333334,2015-09-01
Africa,2015,10,Tropical and subtropical forests,0.8152833333333334,2015-10-01
Africa,2015,11,Tropical and subtropical forests,0.8152833333333334,2015-11-01
Africa,2015,12,Tropical and subtropical forests,0.8152833333333334,2015-12-01
Africa,2015,1,Tropical and subtropical forests,0.806625,2015-01-01
Africa,2015,2,Tropical and subtropical forests,0.806625,2015-02-01
Africa,2015,3,Tropical and subtropical forests,0.806625,2015-03-01
Africa,2015,4,Tropical and subtropical forests,0.806625,2015-04-01
Africa,2015,5,Tropical and subtropical forests,0.806625,2015-05-01
Africa,2015,6,Tropical and subtropical forests,0.806625,2015-06-01
Africa,2015,7,Tropical and subtropical forests,0.806625,2015-07-01
Africa,2015,8,Tropical and subtropical forests,0.806625,2015-08-01
Africa,2015,9,Tropical and subtropical forests,0.806625,2015-09-01
Africa,2015,10,Tropical and subtropical forests,0.806625,2015-10-01
Africa,2015,11,Tropical and subtropical forests,0.806625,2015-11-01
Africa,2015,12,Tropical and subtropical forests,0.806625,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6763.269724999999,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6990.122533333334,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6814.9874666666665,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7720.047891666666,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7038.314058333333,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7600.156766666667,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",6917.247541666667,2015-12-01
Africa,2015,1,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-01-01
Africa,2015,2,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-02-01
Africa,2015,3,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-03-01
Africa,2015,4,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-04-01
Africa,2015,5,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-05-01
Africa,2015,6,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-06-01
Africa,2015,7,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-07-01
Africa,2015,8,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-08-01
Africa,2015,9,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-09-01
Africa,2015,10,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-10-01
Africa,2015,11,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-11-01
Africa,2015,12,"Rangelands, natural grasslands and savannas; Shrublands and shrubby woodlands; Intensive land use",7040.664866666667,2015-12-01
Europe,2015,1,Temperate forests and woodlands,20.463016666666665,2015-01-01
Europe,2015,2,Temperate forests and woodlands,20.463016666666665,2015-02-01
Europe,2015,3,Temperate forests and woodlands,20.463016666666665,2015-03-01
Europe,2015,4,Temperate forests and woodlands,20.463016666666665,2015-04-01
Europe,2015,5,Temperate forests and woodlands,20.463016666666665,2015-05-01
Europe,2015,6,Temperate forests and woodlands,20.463016666666665,2015-06-01
Europe,2015,7,Temperate forests and woodlands,20.463016666666665,2015-07-01
Europe,2015,8,Temperate forests and woodlands,20.463016666666665,2015-08-01
Europe,2015,9,Temperate forests and woodlands,20.463016666666665,2015-09-01
Europe,2015,10,Temperate forests and woodlands,20.463016666666665,2015-10-01
Europe,2015,11,Temperate forests and woodlands,20.463016666666665,2015-11-01
Europe,2015,12,Temperate forests and woodlands,20.463016666666665,2015-12-01
Europe,2015,1,Temperate forests and woodlands,20.463016666666665,2015-01-01
Europe,2015,2,Temperate forests and woodlands,20.463016666666665,2015-02-01
Europe,2015,3,Temperate forests and woodlands,20.463016666666665,2015-03-01
Europe,2015,4,Temperate forests and woodlands,20.463016666666665,2015-04-01
Europe,2015,5,Temperate forests and woodlands,20.463016666666665,2015-05-01
Europe,2015,6,Temperate forests and woodlands,20.463016666666665,2015-06-01
Europe,2015,7,Temperate forests and woodlands,20.463016666666665,2015-07-01
Europe,2015,8,Temperate forests and woodlands,20.463016666666665,2015-08-01
Europe,2015,9,Temperate forests and woodlands,20.463016666666665,2015-09-01
Europe,2015,10,Temperate forests and woodlands,20.463016666666665,2015-10-01
Europe,2015,11,Temperate forests and woodlands,20.463016666666665,2015-11-01
Europe,2015,12,Temperate forests and woodlands,20.463016666666665,2015-12-01
Europe,2015,1,Temperate forests and woodlands,20.463016666666665,2015-01-01
Europe,2015,2,Temperate forests and woodlands,20.463016666666665,2015-02-01
Europe,2015,3,Temperate forests and woodlands,20.463016666666665,2015-03-01
Europe,2015,4,Temperate forests and woodlands,20.463016666666665,2015-04-01
Europe,2015,5,Temperate forests and woodlands,20.463016666666665,2015-05-01
Europe,2015,6,Temperate forests and woodlands,20.463016666666665,2015-06-01
Europe,2015,7,Temperate forests and woodlands,20.463016666666665,2015-07-01
Europe,2015,8,Temperate forests and woodlands,20.463016666666665,2015-08-01
Europe,2015,9,Temperate forests and woodlands,20.463016666666665,2015-09-01
Europe,2015,10,Temperate forests and woodlands,20.463016666666665,2015-10-01
Europe,2015,11,Temperate forests and woodlands,20.463016666666665,2015-11-01
Europe,2015,12,Temperate forests and woodlands,20.463016666666665,2015-12-01
Europe,2009,1,Temperate forests and woodlands,26.302908333333335,2009-01-01
Europe,2009,2,Temperate forests and woodlands,26.302908333333335,2009-02-01
Europe,2009,3,Temperate forests and woodlands,26.302908333333335,2009-03-01
Europe,2009,4,Temperate forests and woodlands,26.302908333333335,2009-04-01
Europe,2009,5,Temperate forests and woodlands,26.302908333333335,2009-05-01
Europe,2009,6,Temperate forests and woodlands,26.302908333333335,2009-06-01
Europe,2009,7,Temperate forests and woodlands,26.302908333333335,2009-07-01
Europe,2009,8,Temperate forests and woodlands,26.302908333333335,2009-08-01
Europe,2009,9,Temperate forests and woodlands,26.302908333333335,2009-09-01
Europe,2009,10,Temperate forests and woodlands,26.302908333333335,2009-10-01
Europe,2009,11,Temperate forests and woodlands,26.302908333333335,2009-11-01
Europe,2009,12,Temperate forests and woodlands,26.302908333333335,2009-12-01
Europe,2009,1,Temperate forests and woodlands,132.91071666666667,2009-01-01
Europe,2009,2,Temperate forests and woodlands,132.91071666666667,2009-02-01
Europe,2009,3,Temperate forests and woodlands,132.91071666666667,2009-03-01
Europe,2009,4,Temperate forests and woodlands,132.91071666666667,2009-04-01
Europe,2009,5,Temperate forests and woodlands,132.91071666666667,2009-05-01
Europe,2009,6,Temperate forests and woodlands,132.91071666666667,2009-06-01
Europe,2009,7,Temperate forests and woodlands,132.91071666666667,2009-07-01
Europe,2009,8,Temperate forests and woodlands,132.91071666666667,2009-08-01
Europe,2009,9,Temperate forests and woodlands,132.91071666666667,2009-09-01
Europe,2009,10,Temperate forests and woodlands,132.91071666666667,2009-10-01
Europe,2009,11,Temperate forests and woodlands,132.91071666666667,2009-11-01
Europe,2009,12,Temperate forests and woodlands,132.91071666666667,2009-12-01
Europe,2009,1,Temperate forests and woodlands,25.367791666666665,2009-01-01
Europe,2009,2,Temperate forests and woodlands,25.367791666666665,2009-02-01
Europe,2009,3,Temperate forests and woodlands,25.367791666666665,2009-03-01
Europe,2009,4,Temperate forests and woodlands,25.367791666666665,2009-04-01
Europe,2009,5,Temperate forests and woodlands,25.367791666666665,2009-05-01
Europe,2009,6,Temperate forests and woodlands,25.367791666666665,2009-06-01
Europe,2009,7,Temperate forests and woodlands,25.367791666666665,2009-07-01
Europe,2009,8,Temperate forests and woodlands,25.367791666666665,2009-08-01
Europe,2009,9,Temperate forests and woodlands,25.367791666666665,2009-09-01
Europe,2009,10,Temperate forests and woodlands,25.367791666666665,2009-10-01
Europe,2009,11,Temperate forests and woodlands,25.367791666666665,2009-11-01
Europe,2009,12,Temperate forests and woodlands,25.367791666666665,2009-12-01
Europe,2009,1,Temperate forests and woodlands,223.24251666666666,2009-01-01
Europe,2009,2,Temperate forests and woodlands,223.24251666666666,2009-02-01
Europe,2009,3,Temperate forests and woodlands,223.24251666666666,2009-03-01
